"date,""min"",""max"",""median"",""q1"",""q3"",""stdev"",""count"""
"4/14/2022,""5.6"",""35.33"",""19.84"",""12.68"",""24.32"",""6.646"",""558"""
"4/15/2022,""5.67"",""34.58"",""16.57"",""12.13"",""20.52"",""5.579"",""553"""
"4/16/2022,""2.95"",""31.62"",""9.39"",""6"",""14.65"",""6.567"",""578"""
"4/17/2022,""6.78"",""30.68"",""11.73"",""10.48"",""13.22"",""4.418"",""550"""
"4/18/2022,""3.5"",""36.22"",""10.18"",""7.62"",""20.07"",""8.051"",""561"""
"4/19/2022,""5.65"",""34.35"",""11.55"",""9.68"",""20.35"",""6.375"",""555"""
"4/20/2022,""1.3"",""27.07"",""5.42"",""3.75"",""12.99"",""5.747"",""556"""
"4/21/2022,""1.17"",""28.65"",""4.8"",""2.33"",""7.2"",""6.683"",""562"""
"4/22/2022,""3.37"",""39.27"",""21.82"",""8.63"",""26.6"",""10.095"",""563"""
"4/23/2022,""2.98"",""33.72"",""6.55"",""5.35"",""14.28"",""7.255"",""555"""
"4/24/2022,""1.7"",""15.9"",""6.21"",""3.3"",""8.82"",""3.607"",""568"""
"4/25/2022,""1.45"",""18.5"",""8.74"",""4.12"",""11.35"",""4.456"",""538"""
"4/26/2022,""1"",""23.62"",""4.2"",""3.22"",""8.8"",""5.568"",""544"""
"4/27/2022,""0.5"",""12.88"",""1.72"",""1.2"",""4.03"",""2.348"",""547"""
"4/28/2022,""0.7"",""7.58"",""3.62"",""1.34"",""5.08"",""1.945"",""544"""
"4/29/2022,""1.27"",""9.25"",""5.3"",""3.95"",""7.33"",""2.082"",""223"""
"5/1/2022,""1.52"",""9.13"",""4.7"",""2.61"",""6.66"",""2.206"",""176"""
"5/2/2022,""1.67"",""78.2"",""6.4"",""4.03"",""8.8"",""5.672"",""447"""
"5/3/2022,""1.6"",""16.6"",""3.2"",""2.67"",""4.17"",""3.734"",""520"""
"5/4/2022,""1"",""16.2"",""3.26"",""2.72"",""5.47"",""2.987"",""354"""
"5/5/2022,""3.83"",""30.55"",""12.13"",""7.97"",""17.7"",""6.106"",""388"""
"5/6/2022,""1.17"",""15.88"",""3.72"",""3.02"",""4.9"",""2.494"",""563"""
"5/7/2022,""1.82"",""901.98"",""6.63"",""3.7"",""18.34"",""124.198"",""568"""
"5/8/2022,""1.17"",""199.62"",""7.61"",""3.77"",""14.07"",""12.619"",""550"""
"5/9/2022,""1.7"",""35.08"",""12.3"",""5.44"",""15.83"",""5.973"",""516"""
"5/10/2022,""0.53"",""83.07"",""3.99"",""2.11"",""6.58"",""6.92"",""484"""
"5/11/2022,""1.2"",""5.37"",""2.52"",""2.1"",""3.62"",""0.926"",""503"""
"5/12/2022,""1.17"",""12.93"",""3.01"",""2.35"",""5.43"",""2.42"",""380"""
"5/13/2022,""0.5"",""11.57"",""4.16"",""1.57"",""5.45"",""2.09"",""350"""
"5/14/2022,""1.14"",""28.7"",""9.41"",""5.7"",""20.05"",""8.058"",""540"""
"5/15/2022,""0.8"",""26.75"",""2.59"",""1.77"",""3.83"",""5.672"",""534"""
"5/16/2022,""0.25"",""10.95"",""2.15"",""0.82"",""3.33"",""1.835"",""518"""
"5/17/2022,""0.33"",""10.85"",""1.6"",""0.93"",""2.89"",""1.942"",""521"""
"5/18/2022,""1.55"",""164.13"",""8.43"",""4.25"",""12.58"",""20.887"",""502"""
"5/19/2022,""2.35"",""31"",""10.55"",""7.34"",""15.02"",""6.587"",""517"""
"5/20/2022,""0.95"",""9.33"",""2.62"",""1.62"",""3.91"",""1.511"",""505"""
"5/21/2022,""1.8"",""7.95"",""3.22"",""2.72"",""4.59"",""1.247"",""507"""
"5/22/2022,""0.5"",""5.65"",""2.15"",""1.2"",""2.95"",""1.121"",""407"""
"5/23/2022,""0.95"",""54.03"",""2.29"",""1.79"",""7.68"",""5.773"",""517"""
"5/24/2022,""1.25"",""26.02"",""6.5"",""4.3"",""8.73"",""4.875"",""517"""
"5/25/2022,""0.88"",""85.32"",""3.7"",""1.62"",""6.08"",""9.14"",""490"""
"5/26/2022,""1.42"",""11.25"",""4.15"",""2.35"",""6.8"",""2.57"",""371"""
"5/27/2022,""0.6"",""25.9"",""3.02"",""2.08"",""7.92"",""4.509"",""486"""
"5/28/2022,""1.3"",""19.64"",""2.5"",""2"",""4.2"",""1.936"",""519"""
"5/29/2022,""0.7"",""32.83"",""3.94"",""2.4"",""13.97"",""9.565"",""440"""
"5/30/2022,""1.75"",""18.32"",""7.1"",""4.5"",""10.7"",""4.258"",""456"""
"5/31/2022,""2.08"",""23.07"",""4.83"",""3.85"",""6.65"",""2.154"",""475"""
"6/1/2022,""1.37"",""10.75"",""4.54"",""3.3"",""6.3"",""2.009"",""494"""
"6/2/2022,""1.65"",""25.85"",""4.03"",""2.82"",""6.52"",""2.719"",""192"""
"6/3/2022,""1.62"",""20.88"",""4.26"",""3.2"",""6.1"",""2.101"",""280"""
"6/4/2022,""2.6"",""50.8"",""8.3"",""4.13"",""10.27"",""4.878"",""417"""
"6/5/2022,""2.67"",""46.58"",""6.39"",""4.5"",""8.48"",""5.37"",""410"""
"6/6/2022,""0.65"",""14.2"",""4.92"",""1.98"",""9.63"",""3.967"",""331"""
"6/7/2022,""2.02"",""14.65"",""7.1"",""5.62"",""8.98"",""2.851"",""415"""
"6/8/2022,""0.8"",""18.55"",""5.22"",""2.1"",""10.46"",""4.616"",""501"""
"6/9/2022,""1.02"",""14.43"",""2.9"",""2.02"",""4.97"",""3.29"",""494"""
"6/10/2022,""0.6"",""17.12"",""2.42"",""1.52"",""5.39"",""3.321"",""488"""
"6/11/2022,""0.85"",""113.83"",""7.78"",""2.66"",""17.98"",""21.829"",""457"""
"6/12/2022,""1.92"",""44.98"",""12.9"",""4.26"",""19.3"",""10.601"",""485"""
"6/13/2022,""1.7"",""22.62"",""4.28"",""3.2"",""6.78"",""3.215"",""359"""
"6/14/2022,""0.9"",""24.6"",""6.72"",""3.37"",""8.68"",""4.872"",""370"""
"6/15/2022,""1.35"",""12.68"",""3.4"",""2.84"",""4.12"",""1.535"",""473"""
"6/16/2022,""0.6"",""4.9"",""2.02"",""1.12"",""3.15"",""1.097"",""498"""
"6/17/2022,""0.4"",""10.13"",""2.38"",""1.45"",""4.83"",""2.12"",""434"""
"6/18/2022,""0.6"",""8.3"",""2.86"",""1.89"",""3.8"",""1.486"",""496"""
"6/19/2022,""0.85"",""16.62"",""2.34"",""1.56"",""4.3"",""2.136"",""432"""
"6/20/2022,""1.12"",""21.42"",""4.17"",""2.21"",""7.21"",""4.853"",""376"""
"6/21/2022,""1.07"",""11.9"",""3.9"",""2.12"",""6.55"",""2.817"",""363"""
"6/22/2022,""0.56"",""7.53"",""1.6"",""1.1"",""2.25"",""1.205"",""321"""
"6/23/2022,""0.42"",""5.35"",""1.9"",""1.17"",""2.77"",""1.109"",""305"""
"6/24/2022,""0.3"",""15"",""1.9"",""0.95"",""4.15"",""2.217"",""561"""
"6/25/2022,""1.14"",""12.98"",""3.83"",""2.84"",""5.97"",""2.333"",""540"""
"6/26/2022,""1.67"",""13.95"",""4.9"",""3.2"",""7.97"",""2.899"",""570"""
"6/27/2022,""1.6"",""14.95"",""3.8"",""2.92"",""5.56"",""3.228"",""549"""
"6/28/2022,""1.32"",""18.25"",""4.2"",""3.19"",""7"",""4.178"",""536"""
"6/29/2022,""2.45"",""22.83"",""7.8"",""4.97"",""12.4"",""5.531"",""542"""
"6/30/2022,""1.65"",""19.7"",""6.71"",""5.25"",""10.32"",""3.549"",""546"""
"7/1/2022,""2.1"",""31.77"",""5.28"",""3.42"",""10.9"",""4.967"",""552"""
"7/2/2022,""1.72"",""32.08"",""7"",""5.05"",""10.75"",""4.673"",""556"""
"7/3/2022,""2.4"",""12.53"",""4.87"",""3.74"",""6.49"",""2.337"",""540"""
"7/4/2022,""2.6"",""19.14"",""6.46"",""4.28"",""8.73"",""2.879"",""548"""
"7/5/2022,""3.1"",""41.25"",""9.75"",""5.69"",""14.9"",""5.515"",""529"""
"7/6/2022,""2.1"",""33.2"",""5.25"",""4.05"",""7.47"",""6.091"",""547"""
"7/7/2022,""0.9"",""19.98"",""5.47"",""2"",""9.23"",""4.69"",""370"""
"7/8/2022,""1.62"",""40.92"",""7.65"",""3.72"",""17.5"",""7.099"",""498"""
"7/9/2022,""1.72"",""16.55"",""4"",""3.1"",""5.05"",""1.616"",""303"""
"7/10/2022,""3.55"",""53.83"",""7.62"",""6.42"",""9.38"",""3.563"",""539"""
"7/11/2022,""1.7"",""13.13"",""6.32"",""4.34"",""8.07"",""2.433"",""544"""
"7/12/2022,""0.47"",""17.45"",""2.66"",""1.35"",""4.2"",""2.053"",""558"""
"7/13/2022,""0.3"",""21.52"",""2.08"",""1.5"",""4.5"",""2.868"",""505"""
"7/14/2022,""0.5"",""10.68"",""1.6"",""1.12"",""2.02"",""0.961"",""427"""
"7/15/2022,""1"",""38.75"",""2.95"",""1.6"",""4.3"",""3.475"",""501"""
"7/16/2022,""1.98"",""35.4"",""4.8"",""3.87"",""6.46"",""3.294"",""537"""
"7/17/2022,""1.87"",""29.72"",""3.83"",""2.83"",""7.85"",""6.687"",""572"""
"7/18/2022,""0.42"",""20.62"",""1.8"",""1"",""2.87"",""1.874"",""558"""
"7/19/2022,""0.3"",""20.8"",""2.15"",""1.59"",""2.77"",""2.426"",""332"""
"7/20/2022,""0.4"",""13.53"",""1.67"",""1"",""2.42"",""1.658"",""539"""
"7/21/2022,""0.7"",""111.2"",""2.15"",""1.6"",""3.98"",""9.812"",""558"""
"7/22/2022,""1.65"",""27.65"",""3.75"",""3.08"",""4.59"",""2.778"",""572"""
"7/23/2022,""0.68"",""22.58"",""7.17"",""3.92"",""8.97"",""3.083"",""568"""
"7/24/2022,""1.7"",""12.05"",""5.09"",""3.35"",""6.6"",""2.648"",""569"""
"7/25/2022,""2.17"",""19.6"",""6.6"",""3.7"",""8.8"",""3.027"",""547"""
"7/26/2022,""2.6"",""22.05"",""8.85"",""5.19"",""10.71"",""3.825"",""545"""
"7/27/2022,""2.25"",""20.77"",""7.32"",""3.75"",""11.34"",""4.317"",""572"""
"7/28/2022,""3.52"",""20.2"",""7.75"",""5.03"",""12.23"",""3.934"",""547"""
"7/29/2022,""1.7"",""27.85"",""3.52"",""2.92"",""5.25"",""2.471"",""556"""
"7/30/2022,""1.42"",""10.43"",""2.4"",""2"",""3.3"",""1.23"",""365"""
"7/31/2022,""1.32"",""13.35"",""4.15"",""3.1"",""5.53"",""1.915"",""569"""
"8/1/2022,""3.45"",""147.3"",""8.13"",""6.28"",""9.98"",""7.811"",""470"""
"8/2/2022,""1.98"",""41.53"",""11.12"",""5.25"",""15.12"",""6.333"",""537"""
"8/3/2022,""3.87"",""37.22"",""9.75"",""7.44"",""18.77"",""7.664"",""544"""
"8/4/2022,""2.54"",""14.43"",""7.58"",""4.8"",""10.05"",""3.282"",""359"""
"8/5/2022,""4.28"",""152.68"",""7.94"",""6.87"",""12"",""8.103"",""530"""
"8/6/2022,""1.07"",""10.15"",""3.3"",""2.54"",""4.09"",""1.313"",""411"""
"8/7/2022,""1.6"",""35.7"",""3.22"",""2.8"",""4.09"",""3.371"",""213"""
"8/8/2022,""1.55"",""41.18"",""3.5"",""2.46"",""4.87"",""2.469"",""509"""
"8/9/2022,""1.7"",""62.73"",""4.75"",""3.52"",""6.67"",""4.858"",""553"""
"8/10/2022,""1.3"",""20.68"",""8.75"",""3.84"",""12.79"",""4.901"",""444"""
"8/11/2022,""9.65"",""28.45"",""16.2"",""14.2"",""20.8"",""4.418"",""471"""
"8/12/2022,""6.42"",""22.82"",""10.07"",""8.49"",""13.31"",""3.036"",""556"""
"8/13/2022,""3.12"",""15.45"",""6.39"",""4.87"",""10.58"",""3.057"",""574"""
"8/14/2022,""2.37"",""75.59"",""4.5"",""3.8"",""5.65"",""5.322"",""533"""
"8/15/2022,""2.65"",""14.63"",""4.47"",""3.9"",""5.12"",""1.08"",""299"""
"8/16/2022,""4.95"",""14.7"",""9.14"",""6.89"",""11.25"",""2.474"",""312"""
"8/17/2022,""5.42"",""26.2"",""13.79"",""8.15"",""17.23"",""4.622"",""406"""
"8/18/2022,""5.5"",""29.92"",""10.53"",""7.78"",""16.62"",""4.788"",""462"""
"8/19/2022,""5.95"",""37.88"",""14.27"",""12.05"",""15.63"",""3.793"",""564"""
"8/20/2022,""3.87"",""15.35"",""7.7"",""6.65"",""8.88"",""2.02"",""522"""
"8/21/2022,""3.1"",""24.45"",""7.91"",""5.35"",""12.42"",""4.404"",""504"""
"8/22/2022,""2.95"",""15.48"",""6.12"",""4.2"",""10.88"",""3.427"",""255"""
"8/23/2022,""2.65"",""24.12"",""5.12"",""4.25"",""6.2"",""2.478"",""411"""
"8/24/2022,""1.17"",""13.32"",""4.34"",""3.08"",""6.97"",""2.588"",""474"""
"8/25/2022,""1.32"",""10.95"",""4.05"",""2.83"",""5.6"",""1.934"",""490"""
"8/26/2022,""1.57"",""9.88"",""3.33"",""2.75"",""4.33"",""1.233"",""543"""
"8/27/2022,""2.27"",""79.53"",""5.71"",""3.77"",""9.4"",""5.026"",""546"""
"8/28/2022,""4.5"",""34.7"",""9.93"",""7.81"",""12.54"",""4.514"",""536"""
"8/29/2022,""3.65"",""30.45"",""11.73"",""6.25"",""14.2"",""5.588"",""515"""
"8/30/2022,""5.4"",""77.53"",""12.72"",""8"",""31.57"",""12.27"",""534"""
"8/31/2022,""4.7"",""32.17"",""10.88"",""8.75"",""12.98"",""3.634"",""512"""
"9/1/2022,""1.35"",""13.68"",""3.77"",""2.1"",""5.16"",""2.903"",""264"""
"9/2/2022,""0.85"",""10.1"",""1.85"",""1.5"",""2.12"",""0.717"",""455"""
"9/3/2022,""1.47"",""5.75"",""2.83"",""2.29"",""3.47"",""0.823"",""381"""
"9/4/2022,""1.27"",""5.53"",""2.92"",""2.04"",""3.8"",""0.968"",""241"""
"9/5/2022,""1.05"",""18.48"",""3.95"",""2.38"",""4.92"",""2.177"",""344"""
"9/6/2022,""0.47"",""12.88"",""2.75"",""1.27"",""4.67"",""2.44"",""522"""
"9/7/2022,""0.56"",""18.82"",""3"",""1.7"",""4"",""2.075"",""495"""
"9/8/2022,""1.92"",""29"",""10.35"",""5.67"",""18.55"",""7.604"",""339"""
"9/9/2022,""2.02"",""35.38"",""5.05"",""3.74"",""7.99"",""4.011"",""513"""
"9/10/2022,""2.1"",""8.08"",""3.65"",""3.22"",""4.34"",""0.95"",""431"""
"9/11/2022,""1.65"",""10.19"",""4.2"",""3.4"",""5.11"",""1.449"",""376"""
"9/12/2022,""3.42"",""82.78"",""8.25"",""5.16"",""22.05"",""10.525"",""448"""
"9/13/2022,""2.37"",""48.2"",""9.52"",""4.62"",""27.25"",""12.408"",""470"""
"9/14/2022,""0.72"",""17.5"",""7.07"",""4.84"",""9.38"",""3.216"",""494"""
"9/15/2022,""1.2"",""17.52"",""3.92"",""3.25"",""5.72"",""2.064"",""495"""
"9/16/2022,""1.5"",""24.32"",""9.68"",""5.78"",""12.98"",""4.714"",""487"""
"9/17/2022,""4.09"",""23.5"",""15.83"",""7.5"",""19.2"",""5.971"",""286"""
"9/19/2022,""0.3"",""10.85"",""0.89"",""0.6"",""1.4"",""2.246"",""212"""
"9/20/2022,""0.68"",""24.57"",""4.4"",""2.21"",""7.58"",""3.341"",""293"""
"9/21/2022,""0.8"",""40.95"",""3.2"",""2.1"",""5.6"",""2.814"",""435"""
"9/22/2022,""1.1"",""22.45"",""5.17"",""2.2"",""9"",""4.399"",""512"""
"9/23/2022,""1.4"",""28.32"",""3.2"",""2.61"",""4.88"",""2.442"",""465"""
"9/24/2022,""0.8"",""11.08"",""3.95"",""2.25"",""5.45"",""1.899"",""477"""
"9/25/2022,""0.98"",""9.19"",""3.77"",""2.5"",""4.75"",""1.422"",""506"""
"9/26/2022,""1.35"",""74.31"",""3.45"",""2.98"",""4.17"",""4.307"",""454"""
"9/27/2022,""2.02"",""12.15"",""4.87"",""3.8"",""5.97"",""1.724"",""482"""
"9/28/2022,""1.6"",""19.23"",""7.53"",""5.2"",""9.6"",""3.173"",""448"""
"9/29/2022,""5.17"",""154.68"",""19.1"",""15.15"",""23.15"",""10.628"",""478"""
"9/30/2022,""4.33"",""44.15"",""10.38"",""8.23"",""12.43"",""7.375"",""472"""
"10/1/2022,""1.65"",""18.32"",""9.38"",""5.49"",""12.63"",""4.135"",""429"""
"10/2/2022,""1.3"",""27"",""6.52"",""5.11"",""13.85"",""6.555"",""248"""
"10/3/2022,""0.75"",""13.53"",""2.45"",""1.7"",""3.45"",""1.984"",""243"""
"10/4/2022,""0.37"",""12.35"",""2.95"",""2.04"",""3.69"",""1.9"",""301"""
"10/5/2022,""0.93"",""25.25"",""4.73"",""2.72"",""6.27"",""3.195"",""310"""
"10/6/2022,""1.12"",""11.68"",""5.9"",""2.82"",""7.21"",""2.721"",""369"""
"10/7/2022,""3.58"",""12.43"",""6.65"",""5.6"",""7.35"",""1.235"",""259"""
"10/8/2022,""3.58"",""16.39"",""7.9"",""6.28"",""9.58"",""2.416"",""498"""
"10/9/2022,""2.6"",""23.83"",""6"",""4.98"",""7.07"",""3.153"",""453"""
"10/10/2022,""0.53"",""18.7"",""4.09"",""1.7"",""6.36"",""4.493"",""485"""
"10/11/2022,""0.6"",""11.68"",""4.11"",""1.87"",""6.03"",""2.613"",""254"""
"10/12/2022,""1.1"",""152.05"",""8.47"",""3.95"",""12"",""13.042"",""272"""
"10/13/2022,""1.72"",""16.8"",""6.16"",""4.67"",""8.86"",""3.103"",""492"""
"10/14/2022,""1.3"",""20.45"",""7.53"",""4.28"",""9.02"",""3.088"",""465"""
"10/15/2022,""2.6"",""23.6"",""8.98"",""6.35"",""11.32"",""3.952"",""497"""
"10/16/2022,""2.72"",""20.2"",""5.6"",""4.65"",""8.11"",""2.859"",""397"""
"10/17/2022,""2.35"",""81.78"",""7.33"",""5.42"",""24.98"",""14.503"",""487"""
"10/18/2022,""3.3"",""43.05"",""22.73"",""9.07"",""26.87"",""9.875"",""337"""
"10/21/2022,""3.12"",""30.3"",""7.28"",""6.07"",""9.59"",""4.618"",""444"""
"10/22/2022,""1.32"",""21"",""5.45"",""4.63"",""6.78"",""2.493"",""441"""
"10/23/2022,""1.77"",""17.02"",""5.87"",""4.75"",""6.87"",""2.494"",""514"""
"10/24/2022,""4"",""32.65"",""8.6"",""6.1"",""13.38"",""4.676"",""483"""
"10/25/2022,""1.77"",""15.08"",""7.78"",""6.53"",""8.98"",""1.833"",""441"""
"10/26/2022,""3.42"",""25.25"",""8.89"",""7.5"",""10.19"",""2.59"",""378"""
"10/27/2022,""0.7"",""14"",""2.93"",""1.65"",""5.2"",""2.83"",""430"""
"10/28/2022,""1.87"",""24.65"",""6.84"",""5.47"",""9.69"",""3.366"",""434"""
"10/29/2022,""2.42"",""21.35"",""8.77"",""5.95"",""10.72"",""3.805"",""467"""
"10/30/2022,""2.1"",""24.55"",""9.88"",""5.69"",""15.31"",""5.12"",""469"""
"10/31/2022,""0.95"",""15.75"",""4.2"",""2.72"",""5.15"",""2.124"",""419"""
"11/1/2022,""3.33"",""62.6"",""7.87"",""5.09"",""17.41"",""8.906"",""377"""
"11/2/2022,""4.84"",""142.68"",""10.02"",""8.18"",""11.88"",""16.018"",""346"""
"11/3/2022,""3.1"",""80.31"",""14.83"",""9.75"",""20.9"",""16.293"",""289"""
"11/4/2022,""9.05"",""37.58"",""15.65"",""12.28"",""21.76"",""5.347"",""237"""
"11/5/2022,""14.45"",""49.93"",""23.54"",""18.85"",""28.15"",""5.937"",""270"""
"11/6/2022,""4.45"",""29.57"",""11.65"",""8.58"",""15.93"",""4.601"",""360"""
"11/7/2022,""2.58"",""42.7"",""10.27"",""5.94"",""13.93"",""6.401"",""456"""
"11/8/2022,""6.58"",""31.7"",""12.68"",""11.38"",""15.58"",""5.5"",""306"""
"11/9/2022,""13.43"",""76.34"",""36.15"",""29.65"",""42.27"",""11.338"",""466"""
"11/10/2022,""2.72"",""64.05"",""11.38"",""8.19"",""32.38"",""12.566"",""457"""
"11/11/2022,""4.09"",""77.87"",""7.55"",""5.73"",""20.35"",""11.739"",""405"""
"11/12/2022,""11.83"",""45.98"",""22.6"",""17.87"",""28.38"",""6.157"",""473"""
"11/13/2022,""2.15"",""37.15"",""11.8"",""7.65"",""23.52"",""8.851"",""475"""
"11/14/2022,""1.17"",""46.45"",""9.25"",""4.09"",""15.78"",""9.33"",""407"""
"11/15/2022,""3.42"",""195.3"",""8.27"",""6.42"",""13.2"",""13.047"",""391"""
"11/16/2022,""14.55"",""67.67"",""32.65"",""20.82"",""37.43"",""11.299"",""390"""
"11/17/2022,""1.67"",""95.53"",""32.89"",""21.77"",""47.23"",""20.312"",""406"""
"11/18/2022,""1.4"",""66.28"",""34.79"",""15.55"",""38.63"",""15.77"",""343"""
"11/19/2022,""4.53"",""56.92"",""19.45"",""14.95"",""24.2"",""8.911"",""459"""
"11/20/2022,""15.9"",""93.45"",""39.35"",""22.57"",""60.18"",""23.392"",""428"""
"11/21/2022,""7.45"",""49.23"",""16.17"",""12.4"",""21.7"",""10.093"",""302"""
"11/22/2022,""2.42"",""37.35"",""10.23"",""8.1"",""11.8"",""5.563"",""278"""
"11/23/2022,""14.73"",""39.54"",""25.59"",""20.85"",""33.78"",""7.123"",""238"""
"11/24/2022,""11.7"",""80.28"",""17.73"",""15.45"",""47.6"",""19.89"",""471"""
"11/25/2022,""7.9"",""20.05"",""13.21"",""11.34"",""15.34"",""2.802"",""468"""
"11/26/2022,""7.1"",""32.45"",""12.28"",""10.63"",""14.45"",""3.337"",""519"""
"11/27/2022,""7.4"",""27.73"",""14.2"",""12.43"",""16.5"",""3.283"",""439"""
"11/28/2022,""3.55"",""23.6"",""13.93"",""6.37"",""16.89"",""5.569"",""368"""
"11/29/2022,""2.02"",""9.38"",""3.55"",""3.08"",""4.12"",""1.3"",""376"""
"11/30/2022,""1.42"",""10.15"",""3.16"",""2.62"",""3.67"",""0.984"",""500"""
"12/1/2022,""1.02"",""18.52"",""2.36"",""1.9"",""3.58"",""2.415"",""390"""
"12/2/2022,""1.4"",""6.12"",""2.4"",""2.08"",""2.95"",""0.75"",""239"""
"12/3/2022,""1.8"",""17"",""6.3"",""4.01"",""7.6"",""2.792"",""249"""
"12/4/2022,""1.4"",""115.27"",""4.67"",""2.85"",""9.85"",""15.432"",""455"""
"12/5/2022,""2.2"",""20.75"",""4.42"",""3.52"",""6.12"",""2.583"",""238"""
"12/6/2022,""1.82"",""7.87"",""3.07"",""2.54"",""3.85"",""0.971"",""218"""
"12/7/2022,""6.3"",""22.32"",""10.6"",""9.16"",""11.94"",""2.579"",""401"""
"12/8/2022,""8.35"",""19.67"",""13.05"",""9.72"",""16.94"",""3.628"",""116"""
"12/9/2022,""19.62"",""54.08"",""33.67"",""29.48"",""39.88"",""6.485"",""285"""
"12/10/2022,""26.7"",""53.45"",""40.98"",""37.5"",""43.52"",""4.7"",""350"""
"12/11/2022,""11.63"",""46.45"",""18.23"",""15.3"",""25.73"",""7.088"",""352"""
"12/12/2022,""9.35"",""50.43"",""13.9"",""12.18"",""17.29"",""9.939"",""432"""
"12/13/2022,""2"",""57.25"",""21.85"",""14.15"",""31.81"",""12.506"",""384"""
"12/14/2022,""11.38"",""155.18"",""35.22"",""20.13"",""81.81"",""35.543"",""377"""
"12/15/2022,""13.48"",""112.85"",""29.92"",""23.46"",""49.34"",""21.078"",""284"""
"12/16/2022,""9.33"",""37.42"",""16.61"",""13.65"",""19.91"",""4.14"",""240"""
"12/17/2022,""5.3"",""29.65"",""9.3"",""7.37"",""12.93"",""3.629"",""215"""
"12/18/2022,""3.8"",""40"",""11.33"",""7.6"",""14.75"",""4.766"",""307"""
"12/19/2022,""4.62"",""49.03"",""8.1"",""7"",""10.05"",""4.07"",""509"""
"12/20/2022,""6.85"",""58.63"",""15.02"",""8.38"",""27.48"",""12.359"",""74"""
"12/21/2022,""2.2"",""41.13"",""11.6"",""8.23"",""12.93"",""5.125"",""279"""
"12/22/2022,""1.8"",""124.8"",""11"",""7.62"",""17.62"",""8.43"",""493"""
"12/23/2022,""5.28"",""34.67"",""16.02"",""11.76"",""17"",""4.803"",""252"""
"12/24/2022,""10.88"",""25.55"",""14.38"",""12.9"",""16.73"",""2.77"",""126"""
"12/25/2022,""13.05"",""55.98"",""23.29"",""19.35"",""27.62"",""6.616"",""478"""
"12/26/2022,""13.3"",""56.45"",""28.45"",""19.88"",""33.69"",""8.514"",""337"""
"12/27/2022,""2.5"",""21.48"",""6.85"",""5.05"",""14.68"",""5.33"",""429"""
"12/28/2022,""1.55"",""19.37"",""5.53"",""3.37"",""7.35"",""3.704"",""451"""
"12/29/2022,""3.02"",""30.92"",""7.97"",""6.1"",""9.89"",""3.234"",""400"""
"12/30/2022,""2.1"",""40.45"",""3.8"",""2.98"",""5.15"",""2.644"",""411"""
"12/31/2022,""4.65"",""38.15"",""16.39"",""12.43"",""20.95"",""6.469"",""334"""
"1/1/2023,""8.38"",""26.68"",""14.72"",""12.63"",""17.95"",""3.579"",""214"""
"1/2/2023,""16.55"",""28.75"",""20.46"",""18.85"",""21.73"",""2.525"",""24"""
"1/4/2023,""2.5"",""12.3"",""4.34"",""3.64"",""5.66"",""1.889"",""192"""
"1/5/2023,""2.4"",""22.32"",""6.89"",""4.84"",""14.68"",""5.957"",""434"""
"1/6/2023,""1.5"",""39.45"",""11.68"",""9.15"",""16.05"",""5.96"",""493"""
"1/7/2023,""7.4"",""164.82"",""11.88"",""9.85"",""18.51"",""10.784"",""489"""
"1/8/2023,""13.6"",""68.59"",""22.95"",""19.05"",""32.4"",""11.579"",""395"""
"1/9/2023,""3.5"",""31.2"",""10.7"",""6.9"",""22.6"",""8.131"",""487"""
"1/10/2023,""2.5"",""9.6"",""5.3"",""4.2"",""6.3"",""1.433"",""503"""
"1/11/2023,""2.6"",""16"",""5.2"",""4.3"",""6.3"",""1.575"",""414"""
"1/12/2023,""4"",""30.2"",""9.6"",""7.6"",""11.55"",""2.984"",""513"""
"1/13/2023,""7.9"",""26.2"",""14.1"",""12.4"",""15.2"",""2.649"",""331"""
"1/14/2023,""7.4"",""24.4"",""12.4"",""10.85"",""15.55"",""4.022"",""436"""
"1/15/2023,""13.4"",""49"",""21.4"",""18.35"",""24.85"",""4.705"",""441"""
"1/16/2023,""12.8"",""48"",""20.2"",""16.7"",""25.5"",""5.687"",""483"""
"1/17/2023,""15.1"",""39"",""21.4"",""20"",""23"",""2.565"",""455"""
"1/18/2023,""20"",""36.8"",""26.8"",""24.3"",""28.8"",""3.048"",""419"""
"1/19/2023,""19.7"",""48"",""26.7"",""23.7"",""30"",""3.771"",""521"""
"1/20/2023,""3.9"",""45.9"",""23.5"",""14.45"",""33.95"",""11.743"",""504"""
"1/21/2023,""4.1"",""34.4"",""11.5"",""9.4"",""17.95"",""5.99"",""469"""
"1/22/2023,""5.8"",""40"",""15.7"",""10.1"",""22.7"",""7.802"",""537"""
"1/23/2023,""4.4"",""22.5"",""9.19"",""7.4"",""11.8"",""3.519"",""415"""
"1/24/2023,""6.4"",""28.1"",""11.1"",""9.6"",""14.05"",""5.501"",""188"""
"1/25/2023,""4.4"",""21.2"",""7.4"",""6.2"",""9"",""2.346"",""221"""
"1/26/2023,""3.6"",""53.5"",""19.89"",""8.3"",""31.3"",""13.695"",""217"""
"1/27/2023,""11.3"",""32.7"",""18.55"",""16.3"",""22.6"",""4.572"",""186"""
"1/28/2023,""10.2"",""20.6"",""12.9"",""12"",""14"",""1.706"",""78"""
"1/29/2023,""17.7"",""17.7"",""17.7"",""17.7"",""17.7"",""0"",""1"""
